,record,sexe,age,NAISS,LANGUE,MINO,Q2r1,Q2r2,Q2r3,Q2r4,Q2r5,Q2r6,Q2r7,Q2r8,Q42,Q46,Q47,Q47B,Q52r1,Q52r2,Q52r3,Q52r4,Q52r5,Q52r6,Q52r7,Q52r8,Q52r9
1978,3426,Un homme,De 45 à 54 ans,Non,Je préfère ne pas répondre,Non,2,2,2,1,5,4,5,4,4,4,2,2,Non,Je ne sais pas,Non,Je ne sais pas,Non,Non,Je ne sais pas,Non,Je ne sais pas
1979,3427,Une femme,De 45 à 54 ans,Non,Français,Oui,5,5,5,5,2,1,2,2,3,4,3,1,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Non
1980,3428,Une femme,75 ans ou plus,Non,Espagnol,Non,4,4,4,4,4,4,4,4,5,5,1,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1981,3429,Une femme,De 18 à 24 ans,Non,arabe,Oui,5,5,5,5,4,4,4,4,5,4,5,4,Oui,Oui,Non,Non,Oui,Non,Oui,Non,Oui
1982,3430,Un homme,De 55 à 64 ans,Non,Français,Non,5,5,5,5,3,2,2,2,5,5,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1983,3431,Un homme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,3,2,3,2,2,4,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1984,3432,Un homme,De 55 à 64 ans,Non,Arabe,Non,3,3,4,3,2,2,1,1,4,2,4,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
1985,3433,Une femme,De 35 à 44 ans,Non,arabe,Non,5,5,5,5,2,2,2,2,4,5,3,3,Non,Non,Non,Non,Non,Non,Non,Non,Je ne sais pas
1986,3434,Une femme,De 45 à 54 ans,Non,Espagnol,Oui,5,5,5,5,3,3,3,3,4,5,4,3,Non,Oui,Non,Non,Non,Non,Non,Non,Non
1987,3435,Une femme,De 35 à 44 ans,Non,Espagnol,Oui,4,4,4,4,4,4,4,4,4,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
1988,3436,Une femme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,5,4,4,4,5,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
1989,3437,Une femme,De 25 à 34 ans,Oui,Anglais,Oui,3,3,3,3,5,5,5,5,5,2,4,3,Oui,Non,Oui,Non,Oui,Non,Oui,Non,Oui
1990,3438,Une femme,De 18 à 24 ans,Non,Français,Oui,5,5,5,4,3,3,4,2,1,4,4,2,Oui,Non,Non,Non,Non,Non,Non,Non,Non
1992,3440,Une femme,De 35 à 44 ans,Non,Je préfère ne pas répondre,Non,5,5,5,5,5,5,5,5,2,2,1,3,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Non
1993,3441,Une femme,De 18 à 24 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,5,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
1994,3442,Une femme,De 35 à 44 ans,Non,Kannada,Non,2,2,2,1,5,5,5,5,4,4,2,2,Non,Je préfère ne pas répondre,Je ne sais pas,Je ne sais pas,Non,Non,Non,Non,Je ne sais pas
1995,3443,Un homme,De 18 à 24 ans,Oui,Anglais,Oui,5,5,5,5,5,5,5,5,4,5,1,2,Non,Oui,Je ne sais pas,Je ne sais pas,Non,Je ne sais pas,Oui,Je ne sais pas,Oui
1996,3444,Une femme,De 25 à 34 ans,Oui,Cantonais,Oui,5,5,5,5,5,5,5,5,5,4,3,2,Non,Oui,Non,Non,Oui,Non,Non,Non,Non
1997,3445,Une femme,De 35 à 44 ans,Non,Espagnol,Oui,5,5,5,5,3,3,3,3,5,5,2,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
1998,3446,Une femme,De 45 à 54 ans,Non,Créole,Oui,5,5,5,5,5,5,5,5,5,5,4,3,Non,Oui,Oui,Non,Non,Non,Non,Non,Non
1999,3447,Un homme,De 35 à 44 ans,Non,Français,Non,5,5,5,5,5,5,5,5,5,4,4,2,Non,Oui,Non,Non,Non,Non,Non,Non,Non
2000,3448,Une femme,De 45 à 54 ans,Oui,Créole,Oui,5,5,5,5,2,2,4,2,5,5,4,2,Non,Oui,Oui,Non,Non,Non,Non,Non,Non
2001,3451,Une femme,De 45 à 54 ans,Non,Espagnol,Oui,4,4,4,3,2,2,2,2,5,5,3,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
2002,3452,Une femme,De 45 à 54 ans,Oui,Français,Non,5,3,5,5,4,3,2,2,5,4,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2003,3453,Une femme,De 35 à 44 ans,Non,Français,Non,5,5,5,5,4,3,4,5,5,5,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2004,3454,Un homme,De 55 à 64 ans,Non,Français,Je préfère ne pas répondre,5,5,5,5,2,2,2,2,2,2,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
2005,3455,Une femme,De 55 à 64 ans,Non,Polonais,Non,5,4,5,4,3,3,3,3,5,5,2,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2006,3456,Une femme,De 35 à 44 ans,Oui,Anglais,Non,4,4,3,3,5,5,5,5,4,2,3,1,Oui,Non,Non,Non,Non,Non,Je ne sais pas,Non,Oui
2007,3457,Un homme,De 35 à 44 ans,Non,Français,Oui,5,5,5,5,4,4,4,4,5,5,3,2,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Oui
2009,3459,Un homme,De 45 à 54 ans,Non,Portugais,Oui,4,3,4,3,5,4,5,4,1,2,3,2,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Oui
2010,3460,Une femme,De 55 à 64 ans,Non,Français,Non,5,5,5,5,3,3,3,3,5,4,5,3,Non,Je ne sais pas,Non,Non,Non,Non,Non,Non,Oui
2011,3462,Une femme,De 35 à 44 ans,Non,Espagnol,Oui,5,5,5,5,3,3,4,3,5,5,2,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2012,3463,Un homme,De 45 à 54 ans,Non,arabe,Oui,5,5,5,5,5,5,5,5,5,5,4,1,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui
2013,3464,Une femme,De 25 à 34 ans,Non,Je préfère ne pas répondre,Non,3,3,3,3,2,2,2,2,3,5,3,3,Non,Je ne sais pas,Je ne sais pas,Non,Je ne sais pas,Non,Je ne sais pas,Je ne sais pas,Je ne sais pas
2014,3466,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,4,4,4,4,5,5,5,2,Non,Non,Non,Non,Non,Non,Non,Oui,Non
2015,3499,Un homme,De 35 à 44 ans,Non,Français,Oui,5,4,5,4,3,2,3,3,5,5,4,2,Non,Oui,Je préfère ne pas répondre,Oui,Je préfère ne pas répondre,Non,Non,Je préfère ne pas répondre,Je préfère ne pas répondre
2016,3500,Une femme,75 ans ou plus,Non,Français,Non,5,5,5,5,5,4,4,3,5,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
2017,3501,Une femme,De 45 à 54 ans,Oui,Français,Je préfère ne pas répondre,4,4,3,4,2,1,1,1,5,5,4,3,Non,Non,Non,Non,Oui,Non,Non,Non,Non
2018,3532,Une femme,De 35 à 44 ans,Non,Espagnol,Non,4,4,4,3,3,3,3,3,4,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
2019,3533,Un homme,De 45 à 54 ans,Non,Espagnol,Non,5,5,5,5,3,3,3,3,4,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
2020,3565,Un homme,De 55 à 64 ans,Non,Français,Non,5,5,5,5,3,3,3,2,5,4,4,3,Je ne sais pas,Oui,Je ne sais pas,Non,Non,Oui,Oui,Oui,Oui
2021,3566,Un homme,De 65 à 74 ans,Non,Italien,Non,5,5,5,5,5,5,5,5,5,5,3,1,Non,Oui,Non,Non,Non,Non,Non,Non,Oui
2022,3567,Une femme,De 65 à 74 ans,Non,Français,Non,5,5,5,5,5,5,5,5,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2023,3568,Un homme,De 35 à 44 ans,Non,Français,Oui,5,5,5,5,5,5,5,5,5,5,2,1,Non,Non,Non,Oui,Non,Non,Non,Non,Non
2024,3569,Un homme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,3,2,3,2,5,5,4,2,Non,Non,Non,Non,Non,Non,Oui,Non,Non
2026,3571,Une femme,De 45 à 54 ans,Non,Chinois,Non,4,3,3,3,5,5,5,4,5,4,2,1,Non,Oui,Oui,Non,Non,Non,Non,Je ne sais pas,Oui
2027,3572,Un homme,De 55 à 64 ans,Non,Français,Non,4,4,4,4,3,3,3,3,5,2,4,2,Non,Non,Non,Oui,Non,Non,Non,Non,Non
2029,3574,Un homme,De 55 à 64 ans,Non,Français,Non,5,5,5,5,2,2,2,2,4,1,3,1,Non,Non,Non,Je ne sais pas,Non,Non,Oui,Non,Oui
2030,3575,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,3,3,3,3,4,4,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
2031,3576,Une femme,De 35 à 44 ans,Oui,Français,Non,5,5,5,5,5,4,5,4,5,5,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
2032,3577,Un homme,De 65 à 74 ans,Non,Français,Non,5,5,5,5,5,3,5,3,4,2,4,4,Je préfère ne pas répondre,Oui,Je préfère ne pas répondre,Non,Je préfère ne pas répondre,Je préfère ne pas répondre,Oui,Je préfère ne pas répondre,Oui
2033,3578,Un homme,De 65 à 74 ans,Non,Anglais,Non,5,5,5,4,5,5,5,5,5,5,3,2,Non,Non,Non,Non,Non,Non,Je ne sais pas,Non,Non
2034,3580,Une femme,De 45 à 54 ans,Non,Anglais,Non,4,3,2,3,5,5,5,5,5,5,5,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
2035,3581,Une femme,De 35 à 44 ans,Non,Anglais,Oui,3,2,2,2,5,5,5,5,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2036,3582,Une femme,De 65 à 74 ans,Oui,Français,Non,4,4,4,4,4,3,3,2,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
2037,3583,Une femme,De 65 à 74 ans,Non,Anglais,Non,3,3,3,3,5,5,5,5,5,4,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
2038,3584,Une femme,75 ans ou plus,Oui,Français,Non,5,5,5,4,2,2,3,1,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Oui,Non
2039,3585,Une femme,De 65 à 74 ans,Non,Français,Non,5,5,5,5,2,2,3,2,4,4,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
2040,3586,Un homme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,3,3,3,3,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
2041,3587,Une femme,75 ans ou plus,Non,Hongrois,Non,4,4,4,3,5,4,5,5,5,5,4,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
2042,3588,Une femme,De 25 à 34 ans,Non,Français,Oui,5,5,5,5,5,4,5,4,4,4,5,3,Non,Oui,Oui,Non,Non,Non,Non,Non,Non
2043,3589,Une femme,De 18 à 24 ans,Non,Français,Oui,5,4,5,4,4,5,4,3,5,5,4,1,Non,Non,Non,Non,Oui,Non,Oui,Non,Non
2044,3590,Une femme,De 35 à 44 ans,Oui,Français,Oui,5,5,5,5,4,3,3,3,5,4,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
2045,3593,Une femme,De 65 à 74 ans,Non,Français,Non,5,5,5,5,3,2,3,2,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Oui
2046,3594,Une femme,De 45 à 54 ans,Non,Hébreu,Oui,3,3,3,2,5,5,5,5,5,5,1,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
2047,3595,Un homme,75 ans ou plus,Non,Français,Non,5,5,5,5,3,3,3,3,5,5,5,3,Non,Oui,Non,Non,Non,Non,Non,Non,Oui
2048,3596,Un homme,De 35 à 44 ans,Non,Arabe,Oui,4,4,4,3,5,5,5,5,4,2,1,2,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Oui
2049,3597,Un homme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,4,3,4,3,5,4,4,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
2050,3598,Une femme,75 ans ou plus,Non,Français,Non,5,5,5,5,2,2,2,2,5,5,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2051,3599,Un homme,De 65 à 74 ans,Non,Français,Non,5,5,5,5,4,3,5,3,4,1,5,2,Non,Oui,Non,Non,Non,Non,Oui,Oui,Oui
2052,3600,Une femme,De 65 à 74 ans,Non,Italien,Non,5,4,4,3,5,5,5,5,5,5,4,2,Non,Oui,Non,Non,Non,Non,Non,Non,Non
2053,3601,Un homme,De 25 à 34 ans,Non,Anglais,Non,2,2,2,2,4,4,4,4,5,4,3,9,Non,Non,Je préfère ne pas répondre,Non,Non,Non,Non,Non,Non
2054,3602,Un homme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,4,3,4,2,5,4,4,2,Non,Non,Non,Non,Non,Oui,Non,Non,Non
2055,3603,Un homme,De 65 à 74 ans,Non,Français,Non,5,5,5,3,4,4,4,3,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
2056,3604,Un homme,De 65 à 74 ans,Non,Français,Non,5,5,5,4,2,2,2,2,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Oui
2057,3606,Une femme,75 ans ou plus,Non,Français,Non,5,5,5,5,3,3,3,3,4,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
2058,3607,Un homme,De 55 à 64 ans,Non,Français,Non,5,5,5,5,5,4,5,5,5,4,3,1,Non,Oui,Non,Je ne sais pas,Non,Non,Oui,Non,Oui
2059,3608,Une femme,De 35 à 44 ans,Oui,Espagnol,Oui,5,5,5,5,4,3,4,2,5,5,2,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
2060,3609,Un homme,De 65 à 74 ans,Non,Français,Non,5,5,5,5,3,3,4,3,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2061,3610,Une femme,De 18 à 24 ans,Non,Français,Non,5,5,5,5,4,4,5,4,5,5,5,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
2062,3611,Un homme,De 55 à 64 ans,Non,Français,Non,5,5,5,5,2,2,2,2,5,2,5,2,Non,Non,Non,Oui,Non,Non,Non,Non,Non
2063,3612,Une femme,De 45 à 54 ans,Oui,Français,Non,5,5,5,5,1,1,1,1,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2064,3613,Une femme,De 18 à 24 ans,Oui,Français,Non,5,5,5,5,4,3,4,3,5,5,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
2065,3614,Un homme,De 35 à 44 ans,Non,Français,Non,5,5,5,5,4,4,4,4,5,5,4,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
2066,3615,Un homme,De 65 à 74 ans,Non,Espagnol,Oui,5,5,5,5,3,3,3,2,5,5,2,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2069,3619,Un homme,De 25 à 34 ans,Oui,Français,Non,5,5,5,4,5,5,5,4,5,4,2,2,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui
2070,3620,Un homme,De 25 à 34 ans,Non,Anglais,Non,2,2,2,2,5,5,5,5,1,2,3,4,Non,Oui,Non,Oui,Non,Non,Non,Oui,Oui
2071,3622,Un homme,De 45 à 54 ans,Non,Français,Non,5,5,5,4,4,4,4,4,4,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2073,3624,Une femme,De 55 à 64 ans,Non,Anglais,Non,5,5,5,5,5,5,5,5,1,1,1,4,Non,Non,Non,Oui,Non,Non,Non,Non,Oui
2074,3625,Un homme,De 35 à 44 ans,Non,Arménien,Je préfère ne pas répondre,5,5,5,3,5,5,5,3,5,5,2,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
2075,3626,Un homme,De 35 à 44 ans,Non,Français,Oui,5,5,5,4,5,5,5,4,5,5,5,3,Non,Je ne sais pas,Je ne sais pas,Oui,Oui,Non,Je ne sais pas,Non,Non
2076,3627,Un homme,De 55 à 64 ans,Non,Arabe,Oui,5,5,5,4,2,2,2,1,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2077,3628,Un homme,De 18 à 24 ans,Oui,Français,Non,3,4,3,3,5,5,5,5,4,4,4,2,Je ne sais pas,Oui,Non,Non,Oui,Je ne sais pas,Je ne sais pas,Non,Oui
2078,3629,Un homme,De 45 à 54 ans,Non,Français,Oui,5,5,5,5,5,3,5,4,5,2,4,2,Non,Oui,Oui,Non,Non,Non,Non,Non,Oui
2079,3630,Un homme,De 65 à 74 ans,Non,Français,Non,5,5,5,5,5,5,5,5,5,5,4,1,Non,Non,Non,Non,Non,Non,Oui,Je ne sais pas,Non
2081,3632,Un homme,De 65 à 74 ans,Non,Français,Non,5,5,5,5,5,5,5,5,5,5,4,3,Non,Non,Non,Non,Oui,Non,Non,Non,Non
2082,3633,Une femme,De 65 à 74 ans,Non,"Anglais, russe, arabe, français",Non,5,4,5,3,5,5,5,5,5,5,5,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
2083,3634,Un homme,De 45 à 54 ans,Oui,Anglais,Non,3,3,3,3,5,4,4,5,5,4,4,2,Non,Non,Non,Non,Non,Non,Non,Je ne sais pas,Oui
2084,3635,Une femme,De 25 à 34 ans,Non,Français,Oui,5,5,5,5,5,4,5,4,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2085,3636,Une femme,De 35 à 44 ans,Oui,Français,Non,5,5,5,5,4,3,4,3,5,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
2086,3637,Une femme,De 55 à 64 ans,Non,Anglais,Non,4,2,4,3,5,5,5,5,2,2,5,2,Non,Oui,Non,Non,Non,Non,Non,Non,Oui
2087,3638,Un homme,De 55 à 64 ans,Non,Italien,Non,4,3,3,3,5,5,5,5,5,5,1,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
2088,3639,Un homme,De 35 à 44 ans,Non,Créole,Oui,5,5,5,4,5,5,5,4,5,5,5,3,Non,Oui,Oui,Oui,Je ne sais pas,Non,Non,Je ne sais pas,Non
2089,3640,Une femme,De 18 à 24 ans,Non,Arabe,Oui,2,2,2,3,5,5,4,5,3,3,2,1,Non,Non,Je ne sais pas,Non,Oui,Non,Non,Non,Non
2090,3641,Un homme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,4,3,3,3,5,2,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
2091,3642,Une femme,De 65 à 74 ans,Non,Italien,Non,5,5,5,5,5,5,5,5,5,4,3,2,Non,Non,Non,Non,Non,Non,Oui,Oui,Non
2092,3643,Une femme,De 55 à 64 ans,Non,Italien,Non,5,4,5,4,5,5,5,5,5,5,4,2,Non,Oui,Non,Non,Non,Je ne sais pas,Non,Non,Je ne sais pas
2093,3644,Une femme,De 65 à 74 ans,Non,Créole,Oui,5,5,5,5,3,3,3,2,5,2,2,2,Non,Oui,Oui,Non,Non,Non,Non,Non,Oui
2094,3645,Une femme,De 35 à 44 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2095,3646,Un homme,De 18 à 24 ans,Non,Français,Oui,5,5,5,5,5,5,5,5,5,4,5,1,Non,Je ne sais pas,Non,Non,Non,Non,Non,Non,Non
2096,3647,Une femme,De 45 à 54 ans,Non,Français,Oui,4,4,4,2,2,2,3,2,4,5,4,2,Non,Oui,Oui,Non,Non,Non,Non,Non,Oui
2097,3648,Un homme,De 65 à 74 ans,Non,Français,Je préfère ne pas répondre,5,5,5,5,3,3,3,3,4,2,4,9,Non,Non,Non,Je préfère ne pas répondre,Oui,Je ne sais pas,Non,Non,Oui
2098,3664,Une femme,De 18 à 24 ans,Non,Français,Oui,5,5,5,5,4,3,4,4,4,4,1,2,Oui,Je ne sais pas,Oui,Oui,Non,Non,Oui,Oui,Oui
2099,3665,Une femme,De 55 à 64 ans,Non,Italien,Non,5,5,5,5,5,5,5,5,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2100,3666,Un homme,De 35 à 44 ans,Oui,Anglais,Non,4,4,4,4,4,5,5,4,4,2,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2101,3667,Un homme,De 35 à 44 ans,Oui,Anglais,Non,4,4,4,4,4,4,5,4,4,2,3,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2102,3668,Une femme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,2,2,1,1,2,1,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
2103,3669,Un homme,De 55 à 64 ans,Non,Vietnamien,Oui,5,5,5,5,5,5,5,5,5,5,3,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2104,3670,Un homme,De 45 à 54 ans,Non,Arabe,Oui,4,4,4,4,3,3,4,3,4,5,4,1,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas
2105,3671,Une femme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,1,1,1,1,5,5,5,8,Non,Non,Non,Non,Non,Non,Non,Non,Non
2106,3672,Une femme,De 55 à 64 ans,Oui,Anglais,Je préfère ne pas répondre,4,3,1,1,5,5,5,5,5,5,5,9,Non,Non,Non,Non,Non,Non,Non,Non,Non
2107,3673,Une femme,De 45 à 54 ans,Oui,Français,Non,5,5,5,5,3,3,3,3,5,5,4,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
2108,3674,Une femme,De 18 à 24 ans,Oui,Français,Non,5,5,5,5,5,5,4,5,4,4,4,3,Non,Non,Non,Non,Non,Non,Oui,Non,Non
2109,3675,Un homme,De 35 à 44 ans,Non,Espagnol,Oui,5,4,5,3,5,5,5,5,5,2,2,1,Non,Oui,Non,Non,Non,Non,Non,Non,Oui
2110,3676,Une femme,De 65 à 74 ans,Non,Français,Non,5,5,5,5,3,2,3,3,2,5,5,3,Non,Non,Non,Non,Non,Non,Oui,Non,Oui
2111,3678,Une femme,De 18 à 24 ans,Non,Français,Oui,5,5,5,5,4,4,4,4,5,4,3,1,Non,Oui,Oui,Non,Non,Non,Non,Non,Oui
2112,3679,Un homme,De 65 à 74 ans,Non,Portugais,Non,5,4,5,4,4,4,4,3,5,5,1,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
2113,3680,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,4,5,5,4,4,5,4,2,Oui,Oui,Non,Non,Non,Non,Oui,Non,Oui
2114,3681,Un homme,De 55 à 64 ans,Non,Français,Non,5,5,5,5,5,5,3,3,5,5,5,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
2115,3682,Un homme,75 ans ou plus,Oui,Français,Non,5,5,5,5,5,5,5,5,5,4,4,3,Non,Non,Non,Non,Non,Non,Oui,Non,Non
2116,3683,Un homme,De 55 à 64 ans,Non,Arménien,Non,4,4,4,4,5,5,5,5,5,5,1,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2117,3684,Un homme,75 ans ou plus,Non,Anglais,Je préfère ne pas répondre,4,3,4,3,5,5,5,5,5,4,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2118,3685,Une femme,De 18 à 24 ans,Non,Français,Oui,5,5,5,5,4,4,4,4,5,5,4,2,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Non,Non,Non,Non,Non
2119,3686,Un homme,De 65 à 74 ans,Non,Anglais et français,Non,5,5,5,5,5,5,5,5,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2120,3687,Une femme,De 25 à 34 ans,Non,Je préfère ne pas répondre,Non,5,5,5,5,5,5,5,5,5,5,1,1,Oui,Oui,Non,Je ne sais pas,Non,Non,Oui,Non,Oui
2121,3688,Un homme,De 45 à 54 ans,Non,Suédois,Non,3,3,3,2,5,4,5,4,5,5,2,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2122,3690,Une femme,De 55 à 64 ans,Non,Espagnol,Non,5,5,5,5,5,5,5,5,5,4,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
2123,3691,Une femme,De 35 à 44 ans,Non,Espagnol,Oui,5,5,5,5,3,3,4,3,5,5,1,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
2124,3692,Une femme,De 65 à 74 ans,Non,Anglais,Non,4,3,3,3,5,5,5,5,5,5,4,1,Oui,Non,Non,Non,Non,Non,Non,Non,Non
2125,3693,Un homme,De 18 à 24 ans,Oui,Anglais,Non,5,3,3,5,5,5,5,5,5,2,5,1,Non,Non,Oui,Non,Non,Non,Non,Oui,Non
2126,3695,Une femme,De 35 à 44 ans,Non,Français,Oui,5,5,5,5,5,5,5,5,5,4,4,2,Non,Je ne sais pas,Je ne sais pas,Non,Non,Non,Non,Non,Je ne sais pas
2127,3696,Une femme,De 25 à 34 ans,Non,Portugais,Oui,3,3,4,3,3,2,3,3,1,5,3,3,Oui,Non,Non,Non,Non,Non,Non,Non,Oui
2128,3698,Un homme,De 18 à 24 ans,Non,Français,Oui,5,5,5,5,4,4,4,4,5,2,5,1,Oui,Non,Non,Non,Non,Oui,Non,Non,Oui
2129,3699,Une femme,De 55 à 64 ans,Non,Français,Non,5,5,5,4,3,2,2,2,5,4,5,3,Oui,Non,Non,Non,Non,Non,Oui,Non,Non
2130,3700,Une femme,75 ans ou plus,Oui,Français,Non,5,5,5,5,3,2,4,3,4,4,5,2,Non,Non,Non,Non,Non,Non,Oui,Non,Non
2131,3702,Un homme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,4,3,3,3,5,4,4,1,Non,Oui,Non,Non,Non,Non,Non,Non,Non
2132,3703,Un homme,De 35 à 44 ans,Oui,Français,Non,5,5,5,3,3,3,4,2,5,4,5,3,Non,Oui,Non,Non,Non,Non,Non,Non,Oui
2133,3704,Un homme,75 ans ou plus,Non,Italien,Non,4,4,4,4,4,4,4,4,4,5,2,2,Non,Oui,Non,Oui,Non,Non,Non,Non,Non
2134,3705,Un homme,De 35 à 44 ans,Non,Russe,Non,4,4,4,4,4,4,4,4,4,4,3,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
2135,3706,Un homme,De 65 à 74 ans,Non,Français,Non,5,5,5,5,4,3,4,4,5,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
2136,3707,Un homme,De 35 à 44 ans,Non,Français,Non,4,4,4,4,4,4,4,4,4,5,3,1,Non,Je ne sais pas,Non,Non,Non,Non,Oui,Non,Non
2137,3708,Un homme,De 65 à 74 ans,Non,Français,Non,5,5,5,5,3,3,3,3,4,5,4,2,Non,Non,Non,Non,Oui,Non,Non,Non,Non
2138,3711,Une femme,De 35 à 44 ans,Non,Français,Oui,5,5,5,5,5,5,5,5,5,4,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2139,3712,Un homme,De 45 à 54 ans,Non,Portugais,Non,4,4,4,4,5,5,5,5,5,2,2,1,Non,Je ne sais pas,Non,Non,Non,Non,Non,Non,Non
2140,3713,Une femme,De 65 à 74 ans,Non,Anglais,Non,4,4,3,3,5,5,5,5,4,5,3,2,Non,Non,Non,Non,Non,Non,Non,Non,Oui
2141,3714,Une femme,De 45 à 54 ans,Non,Français,Non,5,5,5,5,2,2,2,2,5,5,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
2142,3715,Une femme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,3,3,3,2,5,5,4,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
